DrugID,DrugDBID,Name,Modality,MechanismOfAction,MaxTrialPhase,IsApproved,HasBeenWithdrawn,SMILES,MolecularWeight
D00376,iuphar.ligand:3415,[3H]CGS23131,,inhibitor,,False,,,
D00377,iuphar.ligand:6155,CP-195543,,inhibitor,,False,,,
D00378,iuphar.ligand:3399,20-HYDROXY-LTB4,,agonist,,False,,,
D00379,iuphar.ligand:6157,ONO-4057,,inhibitor,,False,,,
D00380,iuphar.ligand:2487,LTB4,,agonist,,False,,,
D00381,iuphar.ligand:6154,BIIL 260,,inhibitor,,False,,,
D00382,iuphar.ligand:6158,RO5101576,,inhibitor,,False,,,
D00383,iuphar.ligand:3351,LY255283,,inhibitor,,False,,,
D00384,ncit:C1626,ETALOCIB,,inhibitor,,False,,,
D00385,iuphar.ligand:3368,CP105696,,inhibitor,,False,,,
D00386,iuphar.ligand:3405,12R-HETE,,agonist,,False,,,
D00387,iuphar.ligand:3325,U75302,,inhibitor,,False,,,
D00388,iuphar.ligand:6156,SC-41930,,inhibitor,,False,,,
D00389,ncit:C804,RETINOIC ACID AGENT,,,,False,,,
D00390,rxcui:10753,TRETINOIN,Antineoplastic Agents,,,True,,,
D00391,rxcui:1202,ATENOLOL,small molecule,,,True,,,
D00392,rxcui:11246,VITAMIN A,,,,True,,,
D00393,chembl:CHEMBL4650277,TAS0612,,inhibitor,,False,,,
D00394,ncit:C91732,GEDATOLISIB,PI3K/mTOR Inhibitors,,,False,,,
D00395,ncit:C91072,IPATASERTIB,Kinase Inhibitors,inhibitor,,False,,,
D00396,rxcui:141704,EVEROLIMUS,Small Molecule,inhibitor,,True,,,
D00397,drugbank:DB17043,PHA-767491,,,,False,,,
D00398,ncit:C88270,OMIPALISIB,PI3K/mTOR Inhibitors,inhibitor,,False,,,
D00399,drugbank:DB12745,GSK-690693,,inhibitor,,False,,,
D00400,ncit:C98250,BARDOXOLONE METHYL,,,,False,,,
D00401,drugbank:DB17030,GSK-269962A,,,,False,,,
D00402,chembl:CHEMBL3545000,MK-2201,,inhibitor,,False,,,
D00403,ncit:C84870,UPROSERTIB,ATP competitive AKT inhibitor,inhibitor,,False,,,
D00404,ncit:C1880,CANERTINIB DIHYDROCHLORIDE,,,,False,,,
D00405,ncit:C61637,ANDROGRAPHOLIDE,,,,False,,,
D00406,ncit:C1277,WORTMANNIN,,,,False,,,
D00407,chembl:CHEMBL2016893,XL-418,,inhibitor,,False,,,
D00408,chembl:CHEMBL4751394,BAY-1125976,,inhibitor,,False,,,
D00409,chembl:CHEMBL1086397,CHEMBL:CHEMBL1086397,,,,False,,,
D00410,rxcui:3247,DESIPRAMINE,small molecule,,,True,,,
D00411,rxcui:134527,NELFINAVIR,,inhibitor,,True,,,
D00412,rxcui:1000492,RESVERATROL,small molecule,,,True,,,
D00413,iuphar.ligand:5921,AKT INHIBITOR VIII,,,,False,,,
D00414,ncit:C99172,MIRANSERTIB,AKT Inhibitors,inhibitor,,False,,,
D00415,ncit:C1727,PERIFOSINE,small molecule,inhibitor,,False,,,
D00416,rxcui:1147220,VEMURAFENIB,Kinase Inhibitors,,,True,,,
D00417,ncit:C82390,AFURESERTIB,,inhibitor,,False,,,
D00418,chembl:CHEMBL156897,CANTHIN-6-ONE,,,,False,,,
D00419,ncit:C128250,PAN-AKT INHIBITOR ARQ751,,,,False,,,
D00420,chembl:CHEMBL245030,SR-13668,,inhibitor,,False,,,
D00421,chembl:CHEMBL480356,CHEMBL:CHEMBL480356,,,,False,,,
D00422,ncit:C88272,FEXAGRATINIB,Kinase Inhibitors,inhibitor,,False,,,
D00423,ncit:C77392,ENZASTAURIN,Kinase Inhibitors,,,False,,,
D00424,ncit:C178300,PIFUSERTIB,,negative modulator,,False,,,
D00425,chembl:CHEMBL482967,CYC-116,,,,False,,,
D00426,rxcui:2597,CLOMIPRAMINE,small molecule,,,True,,,
D00427,rxcui:203179,DOXEPIN HYDROCHLORIDE,Small Molecule,,,True,,,
D00428,chembl:CHEMBL3545134,LY-2780301,,inhibitor,,False,,,
D00429,rxcui:10834,TRIMIPRAMINE,"Antidepressive Agents, Tricyclic",,,True,,,
D00430,drugbank:DB05204,XL418,small molecule,,,False,,,
D00431,rxcui:6472,LOVASTATIN,Small Molecule,,,True,,,
D00432,rxcui:266573,TOPOTECAN HYDROCHLORIDE,Antineoplastic Agents,,,True,,,
D00433,iuphar.ligand:8189,CEP-11981,,,,False,,,
D00434,chembl:CHEMBL444109,GAMBOGIC AMIDE,,,,False,,,
D00435,ncit:C142902,AFURESERTIB HYDROCHLORIDE,,inhibitor,,False,,,
D00436,rxcui:7531,NORTRIPTYLINE,Small Molecule,,,True,,,
D00437,chembl:CHEMBL219553,GIGANTOL,,,,False,,,
D00438,rxcui:1424911,DABRAFENIB,RAF Inhibitor,,,True,,,
D00439,drugbank:DB08073,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,,,,False,,,
D00440,ncit:C65624,FASUDIL,,,,False,,,
D00441,rxcui:282357,FULVESTRANT,Hormonal therapy,,,True,,,
D00442,rxcui:1592736,NINTEDANIB ESYLATE,Pan-TK inhibitor,,,True,,,
D00443,ncit:C88335,ARCHEXIN,antisense oligo,,,False,,,
D00444,drugbank:DB12795,CMX-2043,,,,False,,,
D00445,rxcui:203168,AMITRIPTYLINE HYDROCHLORIDE,Small Molecule,,,True,,,
D00446,ncit:C80630,SOTRASTAURIN,,,,False,,,
D00447,chembl:CHEMBL508649,5-METHOXYCANTHINONE,,,,False,,,
D00448,drugbank:DB16828,MK-2206,Small molecule,inhibitor,,False,,,
D00449,chembl:CHEMBL257158,CHEMBL:CHEMBL257158,,,,False,,,
D00450,iuphar.ligand:13097,WITHAFERIN A,,,,False,,,
D00451,ncit:C80857,LAUROGUADINE,,,,False,,,
D00452,drugbank:DB15399,BMS-754807,Kinase Inhibitors,,,False,,,
D00453,drugbank:DB15431,M-2698,,inhibitor,,False,,,
D00454,ncit:C64540,CENISERTIB,Kinase Inhibitors,inhibitor,,False,,,
D00455,ncit:C90581,AKT INHIBITOR MK2206,Allosteric AKT inhibitor,inhibitor,,False,,,
D00456,drugbank:DB12429,CI-1040,Kinase Inhibitors,,,False,,,
D00457,drugbank:DB02656,LY-294002,,,,False,,,
D00458,rxcui:2669967,CAPIVASERTIB,ATP competitive AKT inhibitor,inhibitor,,True,,,
D00459,ncit:C142998,TRICIRIBINE,AKT Inhibitors,inhibitor,,False,,,
D00460,rxcui:10800,TRIFLUOPERAZINE,small molecule,,,True,,,
D00461,chembl:CHEMBL258867,EUPALININ A,,,,False,,,
D00462,ncit:C667,MONOAMINE OXIDASE INHIBITOR,,,,False,,,
D00463,ncit:C1262,TRICIRIBINE PHOSPHATE,,inhibitor,,False,,,
D00464,iuphar.ligand:10197,VANTICTUMAB,,antibody,,False,,,
D00465,ncit:C169866,CORTICOTROPIN-ZINC HYDROXIDE,,agonist,,True,,,
D00466,rxcui:2890,COSYNTROPIN,peptide,agonist,,True,,,
D00467,iuphar.ligand:1327,ASIP [90-132 (L89Y)],,inhibitor,,False,,,
D00468,iuphar.ligand:1332,ACTH-(11-24),,inhibitor,,False,,,
D00469,iuphar.ligand:13339,CRN04894,,inhibitor,,False,,,
D00470,iuphar.ligand:3767,[125I]ACTH-(1-24),,agonist,,False,,,
D00471,iuphar.ligand:912,CORTICOTROPHIN-RELEASING HORMONE,,agonist,,False,,,
D00472,ncit:C526,ENOXOLONE,,,,False,,,
D00473,rxcui:1426931,URSOLIC ACID,,,,False,,,
D00474,iuphar.ligand:3306,OLEANOLIC ACID,,,,False,,,
D00475,iuphar.ligand:1196,2-(3-IODOPHENYL)HISTAMINE,,agonist,,False,,,
D00476,iuphar.ligand:1207,(&PLUSMN;)-TRANS-H2-PAT,,inhibitor,,False,,,
D00477,rxcui:221074,CHLORPHENIRAMINE POLISTIREX,small molecule,inhibitor,,True,,,
D00478,rxcui:2406,CHLORPROTHIXENE,Antipsychotic Agents,inhibitor,,True,,,
D00479,iuphar.ligand:4026,HISTAPRODIFEN,,agonist,,False,,,
D00480,iuphar.ligand:1206,(&PLUSMN;)-CIS-H2-PAT,,inhibitor,,False,,,
D00481,iuphar.ligand:1219,BU-E 47,,inhibitor,,False,,,
D00482,iuphar.ligand:1203,DIMETHYLHISTAPRODIFEN,,agonist,,False,,,
D00483,rxcui:356887,LEVOCETIRIZINE,Small molecule,inhibitor,,True,,,
D00484,iuphar.ligand:7679,AZD3778,,inhibitor,,False,,,
D00485,rxcui:2977,CYCLIZINE,Antiemetics,inhibitor,,True,,,
D00486,rxcui:3634,DOTHIEPIN,,inhibitor,,True,,,
D00487,iuphar.ligand:1205,METHYLHISTAPRODIFEN,,agonist,,False,,,
D00488,rxcui:61455,MIZOLASTINE,,inhibitor,,True,,,
D00489,rxcui:275635,DESLORATADINE,Anti-Allergic Agents,inhibitor,,True,,,
D00490,rxcui:3498,DIPHENHYDRAMINE,small molecule,inhibitor,,True,,,
D00491,iuphar.ligand:1226,IMPROMIDINE,,inhibitor,,False,,,
D00492,rxcui:10510,THIOTHIXENE,,inhibitor,,True,,,
D00493,iuphar.ligand:1200,UR-PG146,,agonist,,False,,,
D00494,rxcui:2197878,PITOLISANT,,inhibitor,,True,,,
D00495,iuphar.ligand:1195,2-(3-CHLOROPHENYL)HISTAMINE,,agonist,,False,,,
D00496,rxcui:28889,LORATADINE,Small Molecule,inhibitor,,True,,,
D00497,iuphar.ligand:8982,INCB-38579,,inhibitor,,False,,,
D00498,rxcui:10865,TROMETHAMINE,,,,True,,,
D00499,iuphar.ligand:1208,(+)-CIS-H2-PAT,,inhibitor,,False,,,
D00500,rxcui:236474,FEXOFENADINE HYDROCHLORIDE,Anti-Allergic Agents,inhibitor,,True,,,
D00501,iuphar.ligand:10104,(S)-DIMETINDENE,,inhibitor,,False,,,
D00502,rxcui:39684,EPINASTINE,Small Molecule,inhibitor,,True,,,
D00503,rxcui:10847,TRIPELENNAMINE,small molecule,inhibitor,,True,,,
D00504,rxcui:2578,CLEMASTINE,small molecule,inhibitor,,True,,,
D00505,iuphar.ligand:1216,A-317920,,inhibitor,,False,,,
D00506,rxcui:11404,KETOTIFEN FUMARATE,Anti-Allergic Agents,inhibitor,,True,,,
D00507,iuphar.ligand:1215,(S)-CETIRIZINE,,inhibitor,,False,,,
D00508,rxcui:42328,ASTEMIZOLE,Anti-Allergic Agents,inhibitor,,True,,,
D00509,iuphar.ligand:1201,UR-PG153,,agonist,,False,,,
D00510,iuphar.ligand:1193,2-(2-THIAZOLYL)ETHANAMINE,,agonist,,False,,,
D00511,rxcui:18603,AZELASTINE,Anti-Allergic Agents,inhibitor,,True,,,
D00512,iuphar.ligand:1202,UR-PG55B,,agonist,,False,,,
D00513,iuphar.ligand:1194,2-(3-BROMOPHENYL)HISTAMINE,,agonist,,False,,,
D00514,rxcui:5333,HISTAMINE,Small molecule,agonist,,True,,,
D00515,iuphar.ligand:1217,A-349821,,inhibitor,,False,,,
D00516,rxcui:104592,CYPROHEPTADINE HYDROCHLORIDE,Anti-Allergic Agents,inhibitor,,True,,,
D00517,iuphar.ligand:8983,ST-1006,,agonist,,False,,,
D00518,iuphar.ligand:8984,JNJ-39758979,,inhibitor,,False,,,
D00519,ncit:C73045,BILASTINE,,inhibitor,,True,,,
D00520,iuphar.ligand:1197,2-PYRIDYLETHYLAMINE,,agonist,,False,,,
D00521,iuphar.ligand:1223,CLOBENPROPIT,,inhibitor,,False,,,
D00522,iuphar.ligand:1199,OXO-ARPROMIDINE,,agonist,,False,,,
D00523,ncit:C72108,ARPROMIDINE,,inhibitor,,False,,,
D00524,iuphar.ligand:1198,UR-PG131A,,agonist,,False,,,
D00525,ncit:C73055,RUPATADINE,,inhibitor,,True,,,
D00526,iuphar.ligand:1220,[3H]PYRILAMINE,,inhibitor,,False,,,
D00527,rxcui:42330,TERFENADINE,small molecule,inhibitor,,True,,,
D00528,rxcui:142445,PROMETHAZINE HYDROCHLORIDE,small molecule,inhibitor,,True,,,
D00529,rxcui:7019,MOLINDONE,Antipsychotic Agents,inhibitor,,True,,,
D00530,iuphar.ligand:7346,MK-0249,,inhibitor,,False,,,
D00531,rxcui:8076,PERPHENAZINE,Antipsychotic Agents,inhibitor,,True,,,
D00532,iuphar.ligand:8981,CONESSINE,,inhibitor,,False,,,
D00533,iuphar.ligand:1212,(-)-TRANS-H2-PAT,,inhibitor,,False,,,
D00534,rxcui:203150,CETIRIZINE HYDROCHLORIDE,Anti-Allergic Agents,inhibitor,,True,,,
D00535,iuphar.ligand:1265,CIPROXIFAN,,inhibitor,,False,,,
D00536,rxcui:9009,PYRILAMINE,,inhibitor,,True,,,
D00537,iuphar.ligand:1218,ABT-239,,inhibitor,,False,,,
D00538,rxcui:6475,LOXAPINE,Antipsychotic Agents,inhibitor,,True,,,
D00539,rxcui:10849,TRIPROLIDINE,small molecule,inhibitor,,True,,,
D00540,rxcui:5553,HYDROXYZINE,small molecule,inhibitor,,True,,,
D00541,chembl:CHEMBL4298197,VUPANORSEN,,,,False,,,
D00542,rxcui:2478335,EVINACUMAB,,inhibitor,,True,,,
D00543,rxcui:1364449,CROFELEMER,plant extract,blocker,,True,,,
D00544,iuphar.ligand:988,BETA-ERGOCRIPTINE,,agonist,,False,,,
D00545,rxcui:10473,THIOTEPA,,,,True,,,
D00546,rxcui:1545988,CYCLOPHOSPHAMIDE ANHYDROUS,,,,True,,,
D00547,rxcui:1310469,DEHYDRATED ALCOHOL,,,,True,,,
D00548,rxcui:40048,CARBOPLATIN,Platinum,,,True,,,
D00549,rxcui:3554,DISULFIRAM,Alcohol Deterrents,,,True,,,
D00550,chembl:CHEMBL1532097,DIHYDRODAPHNODORIN B,,,,False,,,
D00551,iuphar.ligand:13316,MARIDEBART CAFRAGLUTIDE,,agonist,,False,,,
D00552,chembl:CHEMBL76904,TYRPHOSTIN 23,,,,False,,,
D00553,chembl:CHEMBL1731432,CHEMBL:CHEMBL1731432,,,,False,,,
D00554,iuphar.ligand:9588,PEPTIDE 5 [PMID: 28562585],,agonist,,False,,,
D00555,iuphar.ligand:884,T-0632,,inhibitor,,False,,,
D00556,chembl:CHEMBL210208,PYROGALLOL RED,,,,False,,,
D00557,iuphar.ligand:3784,[125I]GLP-1-(7-37) (HUMAN),,agonist,,False,,,
D00558,rxcui:327361,ADALIMUMAB,monoclonal antibody,,,True,,,
D00559,iuphar.ligand:7585,BETP,,modulator,,False,,,
D00560,chembl:CHEMBL463175,CEPHALOCHROMIN,,,,False,,,
D00561,rxcui:214555,ETANERCEPT,Antirheumatic Agents,,,True,,,
D00562,iuphar.ligand:12064,DANUGLIPRON,,agonist,,False,,,
D00563,rxcui:1440051,LIXISENATIDE,,agonist,,True,,,
D00564,iuphar.ligand:12442,(+/-)-ERIODICTYOL,,,,False,,,
D00565,rxcui:1991302,SEMAGLUTIDE,,agonist,,True,,,
D00566,ncit:C152518,TASPOGLUTIDE,protein,agonist,,False,,,
D00567,chembl:CHEMBL260311,CHEMBL:CHEMBL260311,,,,False,,,
D00568,rxcui:6371,LEVAMISOLE,,,,True,,,
D00569,rxcui:2641822,EPICATECHIN,,,,False,,,
D00570,iuphar.ligand:1137,[125I]EXENDIN-(9-39),,inhibitor,,False,,,
D00571,rxcui:709271,CERTOLIZUMAB PEGOL,Antirheumatic Agents,,,True,,,
D00572,iuphar.ligand:11927,LSN3318839,,modulator,,False,,,
D00573,iuphar.ligand:12175,ORFORGLIPRON,,agonist,,False,,,
D00574,chembl:CHEMBL600956,CHEMBL:CHEMBL600956,,,,False,,,
D00575,rxcui:191831,INFLIXIMAB,Immunosuppressive Agents,,,True,,,
D00576,rxcui:60548,EXENATIDE,peptide,agonist,,True,,,
D00577,ncit:C133230,AVEXITIDE,,inhibitor,,False,,,
D00578,iuphar.ligand:1134,[125I]GLP-1-(7-36)-AMIDE,,agonist,,False,,,
D00579,chembl:CHEMBL490355,SULFURETIN,,,,False,,,
D00580,chembl:CHEMBL70501,THUNBERGINOL B,,,,False,,,
D00581,rxcui:261716,GLUCAGON (RDNA),Antihypoglycemic Agents,agonist,,True,,,
D00582,rxcui:1368374,MYRICETIN,,,,False,,,
D00583,iuphar.ligand:8544,WB4-24,,agonist,,False,,,
D00584,ncit:C117288,ISOQUERCETIN,,,,False,,,
D00585,chembl:CHEMBL1479103,HAEMATOXYLIN,,,,False,,,
D00586,iuphar.ligand:1132,GLUCAGON-LIKE PEPTIDE 1-(7-36) AMIDE,,agonist,,False,,,
D00587,chembl:CHEMBL2094652,CHEMBL:CHEMBL2094652,,,,False,,,
D00588,chembl:CHEMBL89445,TERPYRIDINE,,,,False,,,
D00589,iuphar.ligand:13383,SURVODUTIDE,,agonist,,False,,,
D00590,iuphar.ligand:3544,GLUCAGON-LIKE PEPTIDE 1-(7-37),,agonist,,False,,,
D00591,chembl:CHEMBL1256783,CHEMBL:CHEMBL1256783,,,,False,,,
D00592,rxcui:475968,LIRAGLUTIDE,Antidiabetic agent,agonist,,True,,,
D00593,chembl:CHEMBL146710,CHEMBL:CHEMBL146710,,,,False,,,
D00594,chembl:CHEMBL234338,CHEMBL:CHEMBL234338,,,,False,,,
D00595,chembl:CHEMBL505807,CHEMBL:CHEMBL505807,,,,False,,,
D00596,chembl:CHEMBL598663,CHEMBL:CHEMBL598663,,,,False,,,
D00597,chembl:CHEMBL585591,CHEMBL:CHEMBL585591,,,,False,,,
D00598,chembl:CHEMBL1408276,CHEMBL:CHEMBL1408276,,,,False,,,
D00599,chembl:CHEMBL586135,CHEMBL:CHEMBL586135,,,,False,,,
D00600,rxcui:2601723,TIRZEPATIDE,,agonist,,True,,,
D00601,chembl:CHEMBL56393,CHEMBL:CHEMBL56393,,,,False,,,
D00602,chembl:CHEMBL81782,CHEMBL:CHEMBL81782,,,,False,,,
D00603,iuphar.ligand:3730,EXENDIN-3,,agonist,,False,,,
D00604,rxcui:1720259,ASFOTASE ALFA,,,,True,,,
D00605,chembl:CHEMBL597449,CHEMBL:CHEMBL597449,,,,False,,,
D00606,chembl:CHEMBL579028,CHEMBL:CHEMBL579028,,,,False,,,
D00607,chembl:CHEMBL1442783,CHEMBL:CHEMBL1442783,,,,False,,,
D00608,rxcui:4109,ETHACRYNIC ACID,small molecule,,,True,,,
D00609,rxcui:15842,5-METHOXYPSORALEN,,,,False,,,
D00610,rxcui:1362888,CHRYSIN,,,,True,,,
D00611,chembl:CHEMBL171699,CHEMBL:CHEMBL171699,,,,False,,,
D00612,iuphar.ligand:5445,"N-DOCOSATETRA-7,10,13,16-ENOYLETHANOLAMINE",,,,False,,,
D00613,chembl:CHEMBL1341830,CHEMBL:CHEMBL1341830,,,,False,,,
D00614,rxcui:91188,DYCLONINE HYDROCHLORIDE,,,,True,,,
D00615,chembl:CHEMBL187266,TANSHINONE IIA,,,,False,,,
D00616,chembl:CHEMBL606166,CHEMBL:CHEMBL606166,,,,False,,,
D00617,chembl:CHEMBL1375444,AZEPANE,,,,False,,,
D00618,chembl:CHEMBL576412,CHEMBL:CHEMBL576412,,,,False,,,
D00619,ncit:C47698,PYRITHIONE ZINC,,,,True,,,
D00620,iuphar.ligand:955,(+)-S-14297,,inhibitor,,False,,,
D00621,chembl:CHEMBL530115,GUTHION,,,,False,,,
D00622,chembl:CHEMBL609030,CHEMBL:CHEMBL609030,,,,False,,,
D00623,iuphar.ligand:4494,HEMICHOLINIUM-3,,,,False,,,
D00624,chembl:CHEMBL316796,CHEMBL:CHEMBL316796,,,,False,,,
D00625,rxcui:9022,PYROGALLOL,,,,True,,,
D00626,rxcui:7992,PENTAERYTHRITOL TETRANITRATE,,,,True,,,
D00627,rxcui:5942,CLIOQUINOL,,,,True,,,
D00628,chembl:CHEMBL1269845,CHEMBL:CHEMBL1269845,,,,False,,,
D00629,chembl:CHEMBL290914,EMODIC ACID,,,,False,,,
D00630,drugbank:DB15579,CRYPTOTANSHINONE,,,,False,,,
D00631,chembl:CHEMBL579224,METHYSTICIN,,,,False,,,
D00632,rxcui:6400,LINOLEIC ACID,,,,True,,,
D00633,rxcui:1368130,APIGENIN,,,,True,,,
D00634,iuphar.ligand:3296,[3H]7-OH-DPAT,,agonist,,False,,,
D00635,chembl:CHEMBL1489223,SAPPANONE A DIMETHYL ETHER,,,,False,,,
D00636,ncit:C2026,TYRPHOSTIN A9,,,,False,,,
D00637,iuphar.ligand:143,SB 277011-A,,inhibitor,,False,,,
D00638,chembl:CHEMBL599255,CHEMBL:CHEMBL599255,,,,False,,,
D00639,chembl:CHEMBL581869,CHEMBL:CHEMBL581869,,,,False,,,
D00640,chembl:CHEMBL313737,CHEMBL:CHEMBL313737,,,,False,,,
D00641,chembl:CHEMBL454843,CANDIDIN,,,,False,,,
D00642,drugbank:DB14060,NS-398,,,,False,,,
D00643,rxcui:6883,METHYLERGONOVINE,Abortifacient Agents,,,True,,,
D00644,rxcui:1661328,"1,2-NAPHTHOQUINONE",,,,False,,,
D00645,chembl:CHEMBL336467,FUROXAN,,,,False,,,
D00646,rxcui:10205,SULFINPYRAZONE,small molecule,,,True,,,
D00647,iuphar.ligand:6675,PG01037,,inhibitor,,False,,,
D00648,chembl:CHEMBL226512,GARDENIN B,,,,False,,,
D00649,rxcui:72302,ROPINIROLE,small molecule,agonist,,True,,,
D00650,chembl:CHEMBL457504,CHEMBL:CHEMBL457504,,,,False,,,
D00651,chembl:CHEMBL280998,CATECHOL,,,,False,,,
D00652,chembl:CHEMBL253570,GOSSYPETIN,,,,False,,,
D00653,chembl:CHEMBL590949,CHEMBL:CHEMBL590949,,,,False,,,
D00654,chembl:CHEMBL271023,CHEMBL:CHEMBL271023,,,,False,,,
D00655,rxcui:2105,CARMUSTINE,Small Molecule,,,True,,,
D00656,chembl:CHEMBL1559418,"2-METHYL-5,7,8-TRIMETHOXYISOFLAVONE",,,,False,,,
D00657,chembl:CHEMBL1255936,CHEMBL:CHEMBL1255936,,,,False,,,
D00658,chembl:CHEMBL601618,CHEMBL:CHEMBL601618,,,,False,,,
D00659,chembl:CHEMBL1079460,CHEMBL:CHEMBL1079460,,,,False,,,
D00660,chembl:CHEMBL1322879,"2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE",,,,False,,,
D00661,rxcui:134615,BRIMONIDINE,Small Molecule,,,True,,,
D00662,rxcui:7417,NIFEDIPINE,Antianginal Agents,,,True,,,
D00663,chembl:CHEMBL154580,CHEMBL:CHEMBL154580,,,,False,,,
D00664,iuphar.ligand:5154,BRL50481,,,,False,,,
D00665,rxcui:1358845,2-MERCAPTOBENZOTHIAZOLE,,,,False,,,
D00666,chembl:CHEMBL85109,ORTHOTOLIDINE,,,,False,,,
D00667,chembl:CHEMBL578915,CHEMBL:CHEMBL578915,,,,False,,,
D00668,rxcui:71512,PHENOXYBENZAMINE HYDROCHLORIDE,,,,True,,,
D00669,rxcui:3966,EPHEDRINE,small molecule,,,True,,,
D00670,chembl:CHEMBL1554531,4-METHOXYDALBERGIONE,,,,False,,,
D00671,chembl:CHEMBL1233714,E1501,,,,False,,,
D00672,chembl:CHEMBL595227,CHEMBL:CHEMBL595227,,,,False,,,
D00673,chembl:CHEMBL75967,PENTACHLOROPHENOL,,,,False,,,
D00674,chembl:CHEMBL1366408,CARMINE,,,,False,,,
D00675,chembl:CHEMBL1350036,LEAD DIACETATE TRIHYDRATE,,,,False,,,
D00676,iuphar.ligand:11209,EMBELIN,,,,False,,,
D00677,chembl:CHEMBL1518159,3-METHOXYCATECHOL,,,,False,,,
D00678,chembl:CHEMBL224032,CHEMBL:CHEMBL224032,,,,False,,,
D00679,iuphar.ligand:2131,SB 222200,,,,False,,,
D00680,chembl:CHEMBL1394829,PROPACHLOR,,,,False,,,
D00681,chembl:CHEMBL581677,CHEMBL:CHEMBL581677,,,,False,,,
D00682,chembl:CHEMBL1562,HOMOVANILLIC ACID,,,,False,,,
D00683,chembl:CHEMBL15137,MICHLER'S KETONE,,,,False,,,
D00684,drugbank:DB17035,LY-2183240,,,,False,,,
D00685,chembl:CHEMBL1478334,BUTANAL,,,,False,,,
D00686,chembl:CHEMBL15750,NITROBENZENE,,,,False,,,
D00687,rxcui:8742,PROMAZINE,Antiemetics,inhibitor,,True,,,
D00688,ncit:C76761,DOCEBENONE,,,,False,,,
D00689,rxcui:166551,RALOXIFENE HYDROCHLORIDE,small molecule,,,True,,,
D00690,iuphar.ligand:3298,[3H]PD128907,,agonist,,False,,,
D00691,chembl:CHEMBL1448292,CHEMBL:CHEMBL1448292,,,,False,,,
D00692,ncit:C66685,ZAPRINAST,,,,False,,,
D00693,iuphar.ligand:2418,ACROLEIN,,,,False,,,
D00694,chembl:CHEMBL1519327,ZIRAM,,,,False,,,
D00695,rxcui:2682551,TANGERETIN,,,,False,,,
D00696,chembl:CHEMBL261663,TETRANITROMETHANE,,,,False,,,
D00697,chembl:CHEMBL558459,HYDRAZOBENZENE,,,,False,,,
D00698,chembl:CHEMBL1459280,CHEMBL:CHEMBL1459280,,,,False,,,
D00699,chembl:CHEMBL1333653,OBTUSAQUINONE,,,,False,,,
D00700,rxcui:1297880,CAMPHOR OIL,,,,True,,,
D00701,chembl:CHEMBL538798,CHEMBL:CHEMBL538798,,,,False,,,
D00702,chembl:CHEMBL578607,KAVAIN,,,,False,,,
D00703,iuphar.ligand:6271,2-IODOACETAMIDE,,,,False,,,
D00704,rxcui:1788868,4-NONYLPHENOL,,,,False,,,
D00705,rxcui:2555,CISPLATIN,Platinum,,,True,,,
D00706,chembl:CHEMBL592106,CHEMBL:CHEMBL592106,,,,False,,,
D00707,chembl:CHEMBL26886,CHEMBL:CHEMBL26886,,,,False,,,
D00708,rxcui:3445,DIMERCAPROL,,,,True,,,
D00709,rxcui:32673,OXYBENZONE,,,,True,,,
D00710,chembl:CHEMBL1403041,METHYL ROBUSTONE,,,,False,,,
D00711,rxcui:10239,SULPIRIDE,"Antidepressive Agents, Second-Generation",inhibitor,,True,,,
D00712,chembl:CHEMBL577660,CHEMBL:CHEMBL577660,,,,False,,,
D00713,chembl:CHEMBL1458880,CADMIUM DICHLORIDE,,,,False,,,
D00714,ncit:C65503,EBSELEN,,,,False,,,
D00715,chembl:CHEMBL161598,ANISALDEHYDE,,,,False,,,
D00716,ncit:C97713,HARMINE,,,,False,,,
D00717,rxcui:9060,QUERCETIN,Kinase Inhibitors,,,True,,,
D00718,rxcui:4780,OXYTETRACYCLINE HYDROCHLORIDE,,,,True,,,
D00719,chembl:CHEMBL77705,GARDENIN,,,,False,,,
D00720,rxcui:1667655,CARIPRAZINE,Small molecule,agonist,,True,,,
D00721,iuphar.ligand:13376,PIPERLONGUMINE,,,,False,,,
D00722,drugbank:DB04297,TRICHOSTATIN A,,,,False,,,
D00723,rxcui:19295,BIFONAZOLE,,,,True,,,
D00724,rxcui:1367177,CATECHIN,,,,True,,,
D00725,chembl:CHEMBL259784,CHEMBL:CHEMBL259784,,,,False,,,
D00726,rxcui:1368176,VANILLIN,,,,True,,,
D00727,rxcui:10517,THIRAM,,,,False,,,
D00728,chembl:CHEMBL1476898,CADMIUM ACETATE,,,,False,,,
D00729,iuphar.ligand:2666,PIRINIXIC ACID,,,,False,,,
D00730,chembl:CHEMBL368700,DITHIOLETHIONE,,,,False,,,
D00731,chembl:CHEMBL113897,CHEMBL:CHEMBL113897,,,,False,,,
D00732,chembl:CHEMBL28517,E927A,,,,False,,,
D00733,chembl:CHEMBL346516,METHYL PARATHIONE,,,,False,,,
D00734,chembl:CHEMBL581872,CHEMBL:CHEMBL581872,,,,False,,,
D00735,iuphar.ligand:7694,SB269652,,modulator,,False,,,
D00736,ncit:C77030,BITHIONOL,,,,True,,,
D00737,drugbank:DB04331,MONASTROL,,,,False,,,
